#1's Destiny child [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	"BMG Music Entertainment,"	c2005.	||||	Subject:	Popular Music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	F51	(n/a)	||||	Barcode:	CD 2508
Interactive activities and investigations 4 [ computer file ].	-	Author:	(n/a)	||||	Publisher:	Oxford :	"Harcourt Education,"	2004	||||	Subject:	Science	||||	Location:	Audio Visual Center	||||	Call ID:	CD	500	In8	(n/a)	||||	Barcode:	CD 3365
Interactive activities and investigations 4 [ computer file ].	-	Author:	(n/a)	||||	Publisher:	Oxford :	"Harcourt Education,"	2004	||||	Subject:	Science	||||	Location:	Audio Visual Center	||||	Call ID:	CD	500	In8	(n/a)	||||	Barcode:	CD 3367
Interactive activities and investigations 5 [ computer file ].	-	Author:	(n/a)	||||	Publisher:	Oxford :	"Harcourt Education,"	2004	||||	Subject:	Science	||||	Location:	Audio Visual Center	||||	Call ID:	CD	500	In8	(n/a)	||||	Barcode:	CD 3363
Interactive activities and investigations 5 [ computer file ].	-	Author:	(n/a)	||||	Publisher:	Oxford :	"Harcourt Education,"	2004	||||	Subject:	Science	||||	Location:	Audio Visual Center	||||	Call ID:	CD	500	In8	(n/a)	||||	Barcode:	CD 3368
Interactive activities and investigations 6 [ computer file ].	-	Author:	(n/a)	||||	Publisher:	Oxford :	"Harcourt Education,"	2004	||||	Subject:	Science	||||	Location:	Audio Visual Center	||||	Call ID:	CD	500	In8	(n/a)	||||	Barcode:	CD 3364
Interactive activities and investigations 6 [ computer file ].	-	Author:	(n/a)	||||	Publisher:	Oxford :	"Harcourt Education,"	2004	||||	Subject:	Science	||||	Location:	Audio Visual Center	||||	Call ID:	CD	500	In8	(n/a)	||||	Barcode:	CD 3369
Interactive cases financial analysis [ computer file ]  	-	Author:	"Pratt, Jamie"	||||	Publisher:	[ s.l ] :	"South Western College Pub,"	c2000.	||||	Subject:	Financial analysis.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.48	P88	2000	||||	Barcode:	CD 119
Interactive cases financial analysis [ computer file ]  	-	Author:	"Pratt, Jamie"	||||	Publisher:	[ s.l ] :	"South Western College Pub,"	c2000.	||||	Subject:	Financial analysis.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.48	P88	2000	||||	Barcode:	CD 120
Interactive Companion [ computer file ].	-	Author:	(n/a)	||||	Publisher:	New York :	"McGraw   Hill   Irwin,"	c2002.	||||	Subject:	Business	||||	Location:	Audio Visual Center	||||	Call ID:	CD	5.369	In8	2002	||||	Barcode:	CD 1041
Interactive Companion [ computer file ].	-	Author:	(n/a)	||||	Publisher:	New York :	"McGraw   Hill   Irwin,"	c2002.	||||	Subject:	Business	||||	Location:	Audio Visual Center	||||	Call ID:	CD	5.369	In8	2002	||||	Barcode:	CD 1042
Interactive computing concepts [ computer file ]  	-	Author:	"Laudon, Kenneth C."	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2002.	||||	Subject:	Operating systems (Computers)	||||	Location:	Audio Visual Center	||||	Call ID:	CD	5.4	L36	(n/a)	||||	Barcode:	CD 2348
Interactive concepts in biology [ computer file ]  	-	Author:	"Starr, Cecie"	||||	Publisher:	California :	"Thomson Brooks Cole,"	c2005.	||||	Subject:	Cytology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	571.6	St2	(n/a)	||||	Barcode:	CD 2262
Interactive concepts in biology for Starr's biology concepts and applications  	-	Author:	"Starr, Cecie"	||||	Publisher:	United States :	"Brooks   Cole Thomson Learning,"	c2003.	||||	Subject:	Life Sciences (biology)	||||	Location:	Audio Visual Center	||||	Call ID:	CD	570	St1	(n/a)	||||	Barcode:	CD 2241
Interactive differential equations [computer file]  	-	Author:	(n/a)	||||	Publisher:	New York :	"Addison,"	c2010.	||||	Subject:	Differential equations.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	515.35	In8	2000	||||	Barcode:	CD 4404
Interactive qualitative analysis 	-	Author:	"Northcutt, Norvell"	||||	Publisher:	Thousand Oaks :	"Sage Publications,"	c 2004.	||||	Subject:	Social sciences	||||	Location:	Audio Visual Center	||||	Call ID:	CD	1.4	N81	2004	||||	Barcode:	CD 1831
Interactive structures 	-	Author:	"Vassigh, Shahin."	||||	Publisher:	New York :	"J. Wiley & Sons,"	c2005.	||||	Subject:	Structural analysis (Engineering)	||||	Location:	Audio Visual Center	||||	Call ID:	CD	624.171	V44	(n/a)	||||	Barcode:	CD 3349
Interactive student CD ROM to accompany learning to teach [computer file] 	-	Author:	"Arends, Richard I."	||||	Publisher:	New York :	"Random House,"	c2007.	||||	Subject:	Teaching	||||	Location:	Audio Visual Center	||||	Call ID:	CD	371.1'02	Ar3	2007	||||	Barcode:	CD 3701
Interactive student CD ROM to accompany learning to teach [computer file] 	-	Author:	"Arends, Richard I."	||||	Publisher:	New York :	"Random House,"	c2007.	||||	Subject:	Teaching	||||	Location:	Audio Visual Center	||||	Call ID:	CD	371.1'02	Ar3	2007	||||	Barcode:	CD 4387
Interactive study partner for biology [ computer file ]  	-	Author:	"Leibert, Richard"	||||	Publisher:	California :	"Benjamin   Cummings,"	c1999.	||||	Subject:	Biology.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	574	L62	1999	||||	Barcode:	CD 592
Interactive world issues 	-	Author:	(n/a)	||||	Publisher:	New York :	"McGraw Hill,"	c2004.	||||	Subject:	Geogaphy	||||	Location:	Audio Visual Center	||||	Call ID:	CD	910	In8	2004	||||	Barcode:	CD 3553
Interactive world issues 	-	Author:	(n/a)	||||	Publisher:	New York :	"McGraw Hill,"	c2004.	||||	Subject:	Geogaphy	||||	Location:	Audio Visual Center	||||	Call ID:	CD	910	In8	2004	||||	Barcode:	CD 3554
Interactive world issues 	-	Author:	(n/a)	||||	Publisher:	New York :	"McGraw Hill,"	c2007.	||||	Subject:	Geogaphy	||||	Location:	Audio Visual Center	||||	Call ID:	CD	910	C74	(n/a)	||||	Barcode:	CD 3194
Intergrated accounting for MS DOS [ computer file ]  	-	Author:	"Klooster, Dale H."	||||	Publisher:	Cinainnati :	"South   Western Pub. Co,"	c1996.	||||	Subject:	Accounting	||||	Location:	Audio Visual Center	||||	Call ID:	D	657.450'285	K69	1996	||||	Barcode:	D 074
Intergrating educational technology into teaching (computer file)  	-	Author:	"Roblyer, M.D."	||||	Publisher:	New Jersey :	"Merrill,"	c2000.	||||	Subject:	Educational technology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	371.33	R57	2000	||||	Barcode:	CD 395
Interior planning and design 	-	Author:	"Scalise, Christina M."	||||	Publisher:	"Clifton Park, NY :"	"Thomson Delmar Learning,"	c2004.	||||	Subject:	Interior architecture	||||	Location:	Technological Studies Section	||||	Call ID:	(n/a)	729	Sc4	2004	||||	Barcode:	50600
Interior planning and design 	-	Author:	"Scalise, Christina M."	||||	Publisher:	"Clifton Park, NY :"	"Thomson Delmar Learning,"	c2004.	||||	Subject:	Interior architecture	||||	Location:	Audio Visual Center	||||	Call ID:	CD	729	Sc4	2004	||||	Barcode:	CD 1075
Interiors 	-	Author:	"Nielson, Karla J."	||||	Publisher:	Boston :	"McGraw Hill,"	c2002.	||||	Subject:	Interior decoration	||||	Location:	Audio Visual Center	||||	Call ID:	CD	729	N55	2002	||||	Barcode:	CD 1064
Intermediate accounting [computer file] 	-	Author:	"Spiceland, J. David"	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2004.	||||	Subject:	Accounting.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.044	Sp4	2004	||||	Barcode:	CD 1818
Intermediate accounting [computer file] 	-	Author:	"Spiceland, J. David"	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2004.	||||	Subject:	Accounting.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657.044	Sp4	2004	||||	Barcode:	CD 1799
Intermediate accounting [computer file]  	-	Author:	"Kieso, Donald E."	||||	Publisher:	New York :	"John Wiley & Sons, Ltd,"	c2001.	||||	Subject:	"Accounting, intermediate"	||||	Location:	Audio Visual Center	||||	Call ID:	CD	657	K54	2001	||||	Barcode:	CD 292
Intermediate algebra [ computer file ]  	-	Author:	"Dugopolski, Mark"	||||	Publisher:	Boston :	"McGraw Hill,"	c2000.	||||	Subject:	Algebra.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	512.9	D87	2000	||||	Barcode:	CD 1516
Intermediate algebra [ computer file ]  	-	Author:	"Dugopolski, Mark"	||||	Publisher:	Boston :	"McGraw Hill,"	c2000.	||||	Subject:	Algebra.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	512.9	D87	2000	||||	Barcode:	CD 1517
Intermediate algebra [ computer file ]  	-	Author:	"Dugopolski, Mark"	||||	Publisher:	Boston :	"McGraw Hill,"	c2000.	||||	Subject:	Algebra.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	512.9	D87	2000	||||	Barcode:	CD 1063
Intermediate algebra [computer file]  	-	Author:	"Miller, Julie,"	||||	Publisher:	Boston :	"McGraw Hill Higher Education,"	c2004.	||||	Subject:	Algebra.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	512	M61	2004	||||	Barcode:	CD 3708
"Intermediate dynamics, complemented with simulations and animations [computer file]  "	-	Author:	"Crespo da Silva, Marcelo R.M."	||||	Publisher:	New York :	"McGraw Hill,"	c2004.	||||	Subject:	Dynamics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	531'.11	C86	(n/a)	||||	Barcode:	CD 3177
Intermediate editing with professional gear [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	Center for Humanities.		||||	Subject:	Video editing	||||	Location:	Audio Visual Center	||||	Call ID:	VT	778.535	In8	(n/a)	||||	Barcode:	VT 715
International ballroom dancing ( instructional video ) [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Manila] :	"Galaxy Records,"	c2002.	||||	Subject:	Ballroom Dancing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	793.3'3	In8	(n/a)	||||	Barcode:	CD 2208
International ballroom dancing ( instructional video ) [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Manila] :	"Galaxy Records,"	c2002.	||||	Subject:	Ballroom Dancing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	793.3'3	In8	(n/a)	||||	Barcode:	CD 3000
International ballroom dancing ( instructional video ) [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Manila] :	"Galaxy Records,"	c2002.	||||	Subject:	Ballroom Dancing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	793.3'3	In8	(n/a)	||||	Barcode:	CD 2999
International business 	-	Author:	"Hill, Charles W.L."	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2002.	||||	Subject:	International business enterprises	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658	H55	2002	||||	Barcode:	CD 1072
International business 	-	Author:	(n/a)	||||	Publisher:	New York :	"McGraw Hill Irwin,"	c2004.	||||	Subject:	International business enterprises	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.049	In8	2004	||||	Barcode:	CD 1775
International business 	-	Author:	(n/a)	||||	Publisher:	New York :	"McGraw Hill Irwin,"	c2004.	||||	Subject:	International business enterprises	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658'.049	In8	(n/a)	||||	Barcode:	CD 3184
International handbook of earthquake and engineering seismology [computer file]  	-	Author:	(n/a)	||||	Publisher:	Amsterdam :	"Academic Press,"	c2003.	||||	Subject:	Seismology.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	551.22	In8	2003	||||	Barcode:	CD 1722
International handbook of earthquake and engineering seismology [computer file]  	-	Author:	(n/a)	||||	Publisher:	Amsterdam :	"Academic Press,"	c2003.	||||	Subject:	Seismology.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	551.22	In8	2003	||||	Barcode:	CD 1723
International marketing [ computer file ]  	-	Author:	"Cateora, Philip"	||||	Publisher:	New York :	"McGraw Hill,"	c2005.	||||	Subject:	Export marketing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.8'48	C28	(n/a)	||||	Barcode:	CD 2236
International marketing [ computer file ]  	-	Author:	"Cateora, Philip R."	||||	Publisher:	New York :	"McGraw Hill Irwin,"	c2005.	||||	Subject:	Export marketing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.8'48	C28	2005	||||	Barcode:	CD 2438
Internet & World Wide Web 	-	Author:	"Deitel, Harvey M."	||||	Publisher:	"Upper Saddle River, N.J. :"	"Pearson Education,"	c2004.	||||	Subject:	Internet programming.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.2'76	D36	2004	||||	Barcode:	CD 1514
Internet & World Wide Web 	-	Author:	"Deitel, Harvey M."	||||	Publisher:	"Upper Saddle River, N.J. :"	"Pearson Education,"	c2004.	||||	Subject:	Internet programming.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.2'76	D36	2004	||||	Barcode:	CD 1515
Internet and world wide web 	-	Author:	"Deitel, Harvey"	||||	Publisher:	New Jersey :	"Prentice Hall,"	c2000.	||||	Subject:	Internet programming	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.2'76'21	D36	(n/a)	||||	Barcode:	CD 2239
Internet and world wide web yellow pages.	-	Author:	(n/a)	||||	Publisher:	"Indianapolis, USA :"	"New Riders Publishing,"	c1998.	||||	Subject:	Internet	||||	Location:	Reference Section	||||	Call ID:	R	004.678'025	In8	1998	||||	Barcode:	37508
Internet and world wide web yellow pages.	-	Author:	(n/a)	||||	Publisher:	"Indianapolis, USA :"	"New Riders Publishing,"	c1998.	||||	Subject:	Internet	||||	Location:	Audio Visual Center	||||	Call ID:	CD	004.678'025	In8	1998	||||	Barcode:	CD 123
Internet business models 	-	Author:	(n/a)	||||	Publisher:	"Boston, Mass. :"	"McGraw Hill Irwin ,"	c2002.	||||	Subject:	Internet industry.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	384.3	In8	2002	||||	Barcode:	CD 1555
Interpersonal communication 	-	Author:	"Beebe, Steven A."	||||	Publisher:	Boston :	"Ally & Bacon,"	c2002.	||||	Subject:	Interpersonal communication	||||	Location:	Audio Visual Center	||||	Call ID:	CD	153.6	B39	2002	||||	Barcode:	CD 578
Interpretations 	-	Author:	(n/a)	||||	Publisher:	California :	"A&M Records,"	c1994.	||||	Subject:	Popular music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	In8	1994	||||	Barcode:	CD 1860
Interview with the vampire 	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Geffen Pictures,"	c1994.	||||	Subject:	Vampires	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	In8	(n/a)	||||	Barcode:	CD 2018
Into His arms [motion picture]  	-	 Author:	(n/a)	||||	Publisher:	U.S.A :	"Linn Productions,"	c2001.	||||	 Subject:	Christian life	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	248.4	In8	2001	||||	Barcode:	CD 4760
Into outer space  	-	Author:	(n/a)	||||	Publisher:	(s.l.) :	"Discover,"	c1994.	||||	Subject:	Orbital rendezvous (space flight)	||||	Location:	Audio Visual Center	||||	Call ID:	(n/a)	(n/a)	In8	1994	||||	Barcode:	VT 393
Into outer space [videorecording] 	-	 Author:	(n/a)	||||	Publisher:	(S.l.) :	"Discover,"	c1994.	||||	 Subject:	Orbital rendezvous (space flight)	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	629.4	In8	1994	||||	Barcode:	CD 4563
Intramuros 	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"New Filipiniana Video,"	c2001.	||||	Subject:	"Folk dancing, Philippine"	||||	Location:	Audio Visual Center	||||	Call ID:	VT	793.31	In8	2001	||||	Barcode:	VT 872
Intramuros   at the turn of the century [ video recording ].	-	Author:	(n/a)	||||	Publisher:	Philippines :	"[ s. l. ],"	c2001.	||||	Subject:	"Folk dancing, Philippine"	||||	Location:	Audio Visual Center	||||	Call ID:	VT	793.31	In8	2001	||||	Barcode:	VT 583
Intramuros [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Quezon City :	"GMA Network,"	1998]	||||	Subject:	"Intramuros (Manila, Pilippines )"	||||	Location:	Audio Visual Center	||||	Call ID:	CD	959.91	In8	(n/a)	||||	Barcode:	CD 3230
Intramuros of memory [videorecording].	-	Author:	(n/a)	||||	Publisher:	Philippines :	National Commision for Culture and the Arts.		||||	Subject:	Historic buildings	||||	Location:	Audio Visual Center	||||	Call ID:	CD	363.6'599	In8	(n/a)	||||	Barcode:	CD 4440
Introducing and implementing Revit Architecture 2010 [computer file] 	-	Author:	"Fox, Lay Christopher."	||||	Publisher:	"Clifton Park, N.Y. :"	"Cengage Learning,"	c2008.	||||	Subject:	Architectural drawing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	720.2840286	F83	2008	||||	Barcode:	CD 3872
Introducing food additives [videorecording].	-	Author:	(n/a)	||||	Publisher:	Australia :	"Video Education Australasia,"	c2009.	||||	Subject:	Food additives	||||	Location:	Audio Visual Center	||||	Call ID:	CD	664.06	In8	2009	||||	Barcode:	CD 3678
Introducing microsoft exchange [computer file] 	-	Author:	"Kilcullen, Bill"	||||	Publisher:	Washington :	"Microsoft Press,"	c1996.	||||	Subject:	Microsoft exchange	||||	Location:	Audio Visual Center	||||	Call ID:	CD	651.8'53	K55	(n/a)	||||	Barcode:	CD 2915
Introduction of classical genetics monohybrid 	-	Author:	(n/a)	||||	Publisher:	(n/a)	"AGC Educational Media,"	c1996.	||||	Subject:	Genetics.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	575.1	In8	1996	||||	Barcode:	VT 448
Introduction to 3D game programming 	-	Author:	"Luna, Frank D."	||||	Publisher:	"Dules, Virginia :"	"Mercury Learning and Information,"	c2012.	||||	Subject:	Computer games	||||	Location:	Audio Visual Center	||||	Call ID:	CD	794.8'1526	L97	2012	||||	Barcode:	CD 4394
Introduction to 3D game programming 	-	Author:	"Luna, Frank D."	||||	Publisher:	"Dules, Virginia :"	"Mercury Learning and Information,"	c2012.	||||	Subject:	Computer games	||||	Location:	Technological Studies Section	||||	Call ID:	(n/a)	794.8'1526	L97	2012	||||	Barcode:	62258
Introduction to acrylics [ video recording ].	-	Author:	(n/a)	||||	Publisher:	"Venice, CA :"	"TMW Media Group,"	c2004.	||||	Subject:	Acrylic painting	||||	Location:	Audio Visual Center	||||	Call ID:	CD	751.426	Us4	(n/a)	||||	Barcode:	CD 2293
Introduction to baking [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	[s.n.].		||||	Subject:	Baking	||||	Location:	Audio Visual Center	||||	Call ID:	VT	641.71	In8	(n/a)	||||	Barcode:	VT 298
Introduction to behavioral research on the internet [ computer file ]  	-	Author:	"Bimbaum, Michael H."	||||	Publisher:	New Jersey :	"Prentice Hall,"	c2001.	||||	Subject:	Psychology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	150'.285'4678	B53	2001	||||	Barcode:	CD 491
Introduction to business [computer file] .	-	Author:	(n/a)	||||	Publisher:	New York :	"Houghton Mifflin Company,"	c2006.	||||	Subject:	Business	||||	Location:	Audio Visual Center	||||	Call ID:	CD	650.1	In8	2006	||||	Barcode:	CD 3979
Introduction to business [computer file] .	-	Author:	(n/a)	||||	Publisher:	New York :	"Houghton Mifflin Company,"	c2006.	||||	Subject:	Business	||||	Location:	Audio Visual Center	||||	Call ID:	CD	650.1	In8	2006	||||	Barcode:	CD 3998
Introduction to business [computer file] .	-	Author:	(n/a)	||||	Publisher:	New York :	"Houghton Mifflin Company,"	c2006.	||||	Subject:	Business	||||	Location:	Audio Visual Center	||||	Call ID:	CD	650.1	In8	2006	||||	Barcode:	CD 3999
Introduction to business [video recording].	-	Author:	(n/a)	||||	Publisher:	New York :	"Prentice Hall,"	c19?.	||||	Subject:	Business	||||	Location:	Audio Visual Center	||||	Call ID:	VT	650	In8	(n/a)	||||	Barcode:	VT 232
Introduction to business [video recording].	-	 Author:	(n/a)	||||	Publisher:	New York :	"Prentice Hall,"	c19?.	||||	 Subject:	Business	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	650	In8	c19?	||||	Barcode:	CD 4658
Introduction to business statistics 	-	Author:	"Kvanli, Alan H."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Commercial statistics	||||	Location:	Circulation Section	||||	Call ID:	(n/a)	519.5'0285	K87	2000	||||	Barcode:	41678
Introduction to business statistics 	-	Author:	"Kvanli, Alan H."	||||	Publisher:	Ohio :	"South   Western College Publishing,"	c2000.	||||	Subject:	Commercial statistics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	519.5'0285	K97	2000	||||	Barcode:	CD 348
Introduction to business statistics 	-	Author:	"Kvanli, Alan H."	||||	Publisher:	Australia :	"South   Western College,"	c2000.	||||	Subject:	Commercial statistics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	519.5'0285	K97	2000	||||	Barcode:	CD 149
Introduction to computer science using java [computer file] 	-	Author:	"Liberty, Jesse"	||||	Publisher:	New York :	"McGraw Hill,"	c2004.	||||	Subject:	Computer science	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.13'3	L61	(n/a)	||||	Barcode:	CD 3150
